Top-10-per-Land	Brazil	Maná	¡Justicia, Tierra Y Libertad! (Revolución De Amor)	167
Top-10-per-Land	Brazil	Maná	Somos Mar Y Arena	132
Top-10-per-Land	Brazil	Maná	Hechicera	191
Top-10-per-Land	Brazil	Maná	Ay, Doctor	155
Top-10-per-Land	Brazil	Maná	Angel De Amor	134
Top-10-per-Land	Brazil	Paramore	Decode	144
Top-10-per-Land	British Indian Ocean Territory	Black Rebel Motorcycle Club	Howl	61
Top-10-per-Land	British Indian Ocean Territory	Bunbury & Vegas	Puta Desagradecida	31
Top-10-per-Land	British Indian Ocean Territory	Bunbury & Vegas	Días Extraños	28
Top-10-per-Land	British Indian Ocean Territory	Deftones	Be Quiet And Drive (Far Away)	28
Top-10-per-Land	British Indian Ocean Territory	Fangoria	Miro La Vida Pasar	34
Top-10-per-Land	British Indian Ocean Territory	Hirano Aya (Suzumiya Haruhi)	God Knows	27
Top-10-per-Land	British Indian Ocean Territory	Los Planetas	Que No Sea Kang, Por Favor	30
Top-10-per-Land	British Indian Ocean Territory	Moby	Slipping Away	26
Top-10-per-Land	British Indian Ocean Territory	The Doors	Strange Days	41
Top-10-per-Land	British Indian Ocean Territory	The Verve	Sonnet	28
Top-10-per-Land	Bulgaria	Alanis Morissette	Hand In My Pocket	21
Top-10-per-Land	Bulgaria	Amorphous Androgynous	The Witchfinder	18
Top-10-per-Land	Bulgaria	Bush	Swallowed	39
Top-10-per-Land	Bulgaria	James Brown	I Feel Good	22
Top-10-per-Land	Bulgaria	Lao Che	Drogi Panie	22
Top-10-per-Land	Bulgaria	Nirvana	Lithium	17
Top-10-per-Land	Bulgaria	Samayra	Ima Niakude	23
Top-10-per-Land	Bulgaria	The White Stripes	Seven Nation Army	16
Top-10-per-Land	Bulgaria	Yum!Yum!Orange	Letter	19
Top-10-per-Land	Bulgaria	梶浦由記	19 - Obsession (Tv-Mix)	24
Top-10-per-Land	Canada	Klaxons	Totem On The Timeline	227
Top-10-per-Land	Canada	Klaxons	Magick	226
Top-10-per-Land	Canada	Klaxons	It'S Not Over Yet	207
Top-10-per-Land	Canada	Klaxons	Isle Of Her	209
Top-10-per-Land	Canada	Klaxons	Gravity'S Rainbow	342
Top-10-per-Land	Canada	Klaxons	Golden Skans	238
Top-10-per-Land	Canada	Klaxons	Atlantis To Interzone	319
Top-10-per-Land	Canada	Klaxons	As Above, So Below	211
Top-10-per-Land	Canada	The Protomen	Unrest In The House Of Light	199
Top-10-per-Land	Canada	The Protomen	Funeral For A Son	210
Top-10-per-Land	Chile	Francisca Valenzuela	Afortunada	99
Top-10-per-Land	Chile	Gustavo Cerati	Lago En El Cielo	116
Top-10-per-Land	Chile	Gustavo Cerati	La Excepción	110
Top-10-per-Land	Chile	Gustavo Cerati	Crimen	91
Top-10-per-Land	Chile	Gustavo Cerati	Adiós	145
Top-10-per-Land	Chile	Lucybell	Mataz	110
Top-10-per-Land	Chile	Radiohead	Nude	143
Top-10-per-Land	Chile	Silvio Rodríguez	Te Amaré	90
Top-10-per-Land	Chile	Soda Stereo	Prófugos	98
Top-10-per-Land	Chile	Soda Stereo	En Remolinos	146
Top-10-per-Land	Croatia	Beyoncé	Deja Vu	38
Top-10-per-Land	Croatia	Rage Against The Machine	Revolver	58
Top-10-per-Land	Croatia	Rage Against The Machine	New Millennium Homes	42
Top-10-per-Land	Croatia	Rage Against The Machine	Down Rodeo	47
Top-10-per-Land	Croatia	Rage Against The Machine	Calm Like A Bomb	40
Top-10-per-Land	Croatia	Strike Anywhere	You'Re Fired	46
Top-10-per-Land	Croatia	Strike Anywhere	Timebomb Generation	41
Top-10-per-Land	Croatia	Strike Anywhere	Hollywood Cemetery	46
Top-10-per-Land	Croatia	Strike Anywhere	Detonation	43
Top-10-per-Land	Croatia	Strike Anywhere	Allies	52
Top-10-per-Land	Czech Republic	David Bowie	Strangers When We Meet	34
Top-10-per-Land	Czech Republic	Franz Ferdinand	Ulysses	45
Top-10-per-Land	Czech Republic	Liza Minnelli	Maybe This Time	48
Top-10-per-Land	Czech Republic	Robbie Williams	Mr. Bojangles	47
Top-10-per-Land	Czech Republic	Suzanne Vega	When Heroes Go Down	36
Top-10-per-Land	Czech Republic	The Dandy Warhols	We Used To Be Friends	48
Top-10-per-Land	Czech Republic	The Dresden Dolls	The Jeep Song	35
Top-10-per-Land	Czech Republic	Xavier Baumaxa	Otvírákem	45
Top-10-per-Land	Czech Republic	Zero 7	Throw It All Away	33
Top-10-per-Land	Czech Republic	Zero 7	In The Waiting Line	33
Top-10-per-Land	Estonia	Elf Power	Come Lie Down With Me (And Sing My Song)	31
Top-10-per-Land	Estonia	John Frusciante	The Real	24
Top-10-per-Land	Estonia	John Frusciante	The Past Recedes	31
Top-10-per-Land	Estonia	John Frusciante	Murderers	25
Top-10-per-Land	Estonia	John Frusciante	Lever Pulled	22
Top-10-per-Land	Estonia	John Frusciante	Interstate Sex	26
Top-10-per-Land	Estonia	John Frusciante	A Name	29
Top-10-per-Land	Estonia	John Frusciante And Josh Klinghoffer	My Life	25
Top-10-per-Land	Estonia	Red Hot Chili Peppers	Right On Time	24
Top-10-per-Land	Estonia	The Smashing Pumpkins	Zero	23
Top-10-per-Land	Finland	Amon Tobin	Verbal (Feat. Mc Decimal R)	54
Top-10-per-Land	Finland	Death Cab For Cutie	Soul Meets Body	47
Top-10-per-Land	Finland	Metallica	Nothing Else Matters	53
Top-10-per-Land	Finland	Metallica	For Whom The Bell Tolls	47
Top-10-per-Land	Finland	Mokoma	Tästä On Hyvä Jatkaa	49
Top-10-per-Land	Finland	Mokoma	Pahaa Verta	55
Top-10-per-Land	Finland	Mokoma	Kuu Saa Valtansa Auringolta	69
Top-10-per-Land	Finland	Rammstein	Rosenrot	60
Top-10-per-Land	Finland	Thåström	Ingenting Gör Mig	69
Top-10-per-Land	Finland	はっぴいえんど	Kaze Wo Atsumete	47
Top-10-per-Land	France	Clotilde Hesme, Louis Garrel & Ludivine Sagnier	Je N'Aime Que Toi	38
Top-10-per-Land	France	Club 8	Whatever You Want	36
Top-10-per-Land	France	Mandalay	I Don'T Want The Night To End	38
Top-10-per-Land	France	Sondre Lerche	After All	35
Top-10-per-Land	France	The Long Blondes	Who Are You To Her?	47
Top-10-per-Land	France	The Long Blondes	Weekend Without Makeup	39
Top-10-per-Land	France	The Long Blondes	I Liked The Boys	33
Top-10-per-Land	France	The Long Blondes	Guilt	48
Top-10-per-Land	France	The Long Blondes	Five Ways To End It	38
Top-10-per-Land	France	The Long Blondes	Century	56
Top-10-per-Land	Germany	Cocorosie	Noah'S Ark	41
Top-10-per-Land	Germany	Curtis Roads	Volt Air, Part I	39
Top-10-per-Land	Germany	Dexter	Dex End Credit / Dtw End	46
Top-10-per-Land	Germany	Die Raketen	Tokyo, Tokyo.....Eh Mädchen	33
Top-10-per-Land	Germany	Elliott Smith	Between The Bars	37
Top-10-per-Land	Germany	Manu Chao	Me Gustas Tu	39
Top-10-per-Land	Germany	Mediengruppe Telekommander	Was Ganz Feines	38
Top-10-per-Land	Germany	Muse	Supermassive Black Hole	33
Top-10-per-Land	Germany	Saalschutz	Mein Pop Dein Pop	43
Top-10-per-Land	Germany	The Strokes	Heart In A Cage	55
Top-10-per-Land	Greece	Frank Sinatra	Strangers In The Night	13
Top-10-per-Land	Greece	Frank Sinatra	My Way	15
Top-10-per-Land	Greece	Lamb Of God	Contractor	16
Top-10-per-Land	Greece	Nine Inch Nails	Ghosts Piggy	37
Top-10-per-Land	Greece	Sakhs Rouvas By Www.Ellinadiko.Com	By Www.Ellinadiko.Com	12
Top-10-per-Land	Greece	Soulfly	Doom	12
Top-10-per-Land	Greece	The Haunted	The Fallout	14
Top-10-per-Land	Greece	The Haunted	All Against All	24
Top-10-per-Land	Greece	The Haunted	Abysmal	12
Top-10-per-Land	Greece	The Haunted	99	12
Top-10-per-Land	Hungary	Hank Williams, Jr.	Long Way To Hollywood	57
Top-10-per-Land	Hungary	Hank Williams, Jr.	Feelin' Better	59
Top-10-per-Land	Hungary	Hank Williams, Jr.	Cold Cold Ground	187
Top-10-per-Land	Hungary	Hank Williams, Jr.	Can'T You See	96
Top-10-per-Land	Hungary	Hank Williams, Jr.	Brothers Of The Road	50
Top-10-per-Land	Hungary	Hot Tuna	Know You Rider	69
Top-10-per-Land	Hungary	John Lee Hooker, Jr.	Dimples	58
Top-10-per-Land	Hungary	The Stooges	Penetration	94
Top-10-per-Land	Hungary	Waylon Jennings	You Ask Me To (Single Version)	59
Top-10-per-Land	Hungary	Waylon Jennings	I'M A Ramblin' Man	59
Top-10-per-Land	Ireland	Damien Rice	Cold Water	85
Top-10-per-Land	Ireland	Evermore	Light Surrounding You	114
Top-10-per-Land	Ireland	Green Day	Wake Me Up When September Ends	87
Top-10-per-Land	Ireland	Gwen Stefani	Cool	87
Top-10-per-Land	Ireland	Imogen Heap	Hide And Seek	93
Top-10-per-Land	Ireland	Jeff Buckley	Lover, You Should'Ve Come Over	83
Top-10-per-Land	Ireland	Jeff Buckley	Hallelujah	83
Top-10-per-Land	Ireland	Rooney	That Girl Has Love	89
Top-10-per-Land	Ireland	Switchfoot	Dare You To Move	93
Top-10-per-Land	Ireland	Weezer	Only In Dreams	84
Top-10-per-Land	Italy	After Forever	Intrinsic	98
Top-10-per-Land	Italy	After Forever	Estranged (A Timeless Spell)	79
Top-10-per-Land	Italy	Him	Killing Loneliness	77
Top-10-per-Land	Italy	Nightwish	Ocean Soul	84
Top-10-per-Land	Italy	The Gathering	Travel	86
Top-10-per-Land	Italy	The Gathering	Saturnine	143
Top-10-per-Land	Italy	The Gathering	Red Is A Slow Colour	84
Top-10-per-Land	Italy	The Gathering	My Electricity	88
Top-10-per-Land	Italy	The Gathering	Marooned	77
Top-10-per-Land	Italy	Yann Tiersen	La Valse D'Amélie (Piano Version)	138
Top-10-per-Land	Japan	Anton Maiden	Futureal	1
Top-10-per-Land	Japan	Anton Maiden	Fear Of The Dark	1
Top-10-per-Land	Japan	Anton Maiden	Aces High	1
Top-10-per-Land	Japan	Dj Fábio Mansur	The Best Vol. Ii	1
Top-10-per-Land	Japan	Iron Maiden	Sign Of The Cross	11
Top-10-per-Land	Japan	Iron Maiden	Man On The Edge	1
Top-10-per-Land	Japan	Iron Maiden	Judas Be My Guide	1
Top-10-per-Land	Japan	Offer Nissim	Tribal Club Mix	1
Top-10-per-Land	Japan	光宗信吉	Kurayami Yori Kitaru Mono	1
Top-10-per-Land	Japan	光宗信吉	Bara No Chikai	1
Top-10-per-Land	Latvia	Black Label Society	In This River	14
Top-10-per-Land	Latvia	Catherine Wheel	Sparks Are Gonna Fly	21
Top-10-per-Land	Latvia	Gene Simmons	Black Tongue	12
Top-10-per-Land	Latvia	Huskvarn	Vejs	28
Top-10-per-Land	Latvia	Matchbox Twenty	How Far We'Ve Come	15
Top-10-per-Land	Latvia	No Doubt	Spiderwebs	14
Top-10-per-Land	Latvia	Stone Sour	Through Glass	15
Top-10-per-Land	Latvia	The Offspring	You'Re Gonna Go Far, Kid	15
Top-10-per-Land	Latvia	Zwan	Lyric	21
Top-10-per-Land	Latvia	Zwan	Honestly	17
Top-10-per-Land	Mexico	A Perfect Circle	3 Libras	85
Top-10-per-Land	Mexico	Chevelle	The Red	77
Top-10-per-Land	Mexico	Incubus	Pantomime	79
Top-10-per-Land	Mexico	Incubus	A Certain Shade Of Green	89
Top-10-per-Land	Mexico	Joy Division	Disorder	80
Top-10-per-Land	Mexico	Muse	Time Is Running Out	77
Top-10-per-Land	Mexico	Muse	Hysteria	92
Top-10-per-Land	Mexico	Nine Inch Nails	Closer	81
Top-10-per-Land	Mexico	Queens Of The Stone Age	No One Knows	75
Top-10-per-Land	Mexico	Tricky	Overcome	81
Top-10-per-Land	Morocco	Atomic Rooster	Devil'S Answer	12
Top-10-per-Land	Morocco	Captain Beyond	As The Moon Speaks (To The Waves Of The Sea)	13
Top-10-per-Land	Morocco	Eddie Vedder	The Wolf	12
Top-10-per-Land	Morocco	Eddie Vedder	Society	11
Top-10-per-Land	Morocco	Eddie Vedder	Setting Forth	16
Top-10-per-Land	Morocco	Eddie Vedder	Rise	20
Top-10-per-Land	Morocco	Eddie Vedder	No Ceiling	14
Top-10-per-Land	Morocco	Eddie Vedder	Far Behind	16
Top-10-per-Land	Morocco	Eddie Vedder	End Of The Road	14
Top-10-per-Land	Morocco	Nazareth	Love Hurts	13
Top-10-per-Land	Netherlands	Architecture In Helsinki	Imaginary Ordinary	32
Top-10-per-Land	Netherlands	Breaking Benjamin	Dance With The Devil	19
Top-10-per-Land	Netherlands	Damien Rice	9 Crimes	21
Top-10-per-Land	Netherlands	Felix Da Housecat	Everyone Is Someone In L.A.	25
Top-10-per-Land	Netherlands	Hans Zimmer	What Shall We Die For	35
Top-10-per-Land	Netherlands	Hans Zimmer	Hoist The Colours	23
Top-10-per-Land	Netherlands	Howard Shore	May It Be	19
Top-10-per-Land	Netherlands	Pete Philly & Perquisite	Insomnia	23
Top-10-per-Land	Netherlands	The Klf	Justified And Ancient (Feat. Tammy Wynette)	20
Top-10-per-Land	Netherlands	Trentemøller	Beta Boy	21
Top-10-per-Land	New Zealand	Morrissey	Yes, I Am Blind	37
Top-10-per-Land	New Zealand	Morrissey	Suedehead	38
Top-10-per-Land	New Zealand	Sufjan Stevens	Adlai Stevenson	37
Top-10-per-Land	New Zealand	The Smiths	This Charming Man	36
Top-10-per-Land	New Zealand	The Smiths	There Is A Light That Never Goes Out	60
Top-10-per-Land	New Zealand	The Smiths	The Queen Is Dead	39
Top-10-per-Land	New Zealand	The Smiths	Reel Around The Fountain	38
Top-10-per-Land	New Zealand	The Smiths	Pretty Girls Make Graves	79
Top-10-per-Land	New Zealand	The Smiths	I Know It'S Over	57
Top-10-per-Land	New Zealand	The Smiths	Frankly, Mr. Shankly	44
Top-10-per-Land	Nicaragua	Bebe	Tu Silencio	12
Top-10-per-Land	Nicaragua	Bebe	Siempre Me Quedará	15
Top-10-per-Land	Nicaragua	Bebe	Ella	18
Top-10-per-Land	Nicaragua	Bebe	El Golpe	13
Top-10-per-Land	Nicaragua	Fonseca	Te Mando Flores	13
Top-10-per-Land	Nicaragua	Fonseca	Corazón	14
Top-10-per-Land	Nicaragua	Fonseca	Como Me Mira	23
Top-10-per-Land	Nicaragua	Paulo Ricardo	Dois	12
Top-10-per-Land	Nicaragua	Vicentico	Algo Contigo	17
Top-10-per-Land	Nicaragua	[Unknown]	Pista 17	29
Top-10-per-Land	Norway	Backstreet Boys	Larger Than Life	150
Top-10-per-Land	Norway	Daft Punk	Nightvision	60
Top-10-per-Land	Norway	Goldfrapp	Ooh La La	75
Top-10-per-Land	Norway	Michael Jackson	Unbreakable	103
Top-10-per-Land	Norway	Michael Jackson	Remember The Time	79
Top-10-per-Land	Norway	Michael Jackson	Invincible	60
Top-10-per-Land	Norway	Michael Jackson	I Just Can'T Stop Loving You	81
Top-10-per-Land	Norway	Sly & The Family Stone	If You Want Me To Stay	94
Top-10-per-Land	Norway	Suzanne Vega	Caramel	88
Top-10-per-Land	Norway	Torstein Flakne	Walkaway	62
Top-10-per-Land	Peru	Blonde Redhead	Sw	10
Top-10-per-Land	Peru	Cusco	Montezuma	5
Top-10-per-Land	Peru	Gonzalo	Quien Piensa En Mi	10
Top-10-per-Land	Peru	Ladytron	International Dateline	6
Top-10-per-Land	Peru	Ladytron	Destroy Everything You Touch	5
Top-10-per-Land	Peru	Pet Shop Boys	It'S A Sin	5
Top-10-per-Land	Peru	Weezer	Buddy Holly	6
Top-10-per-Land	Peru	Zoé	No Me Destruyas	5
Top-10-per-Land	Peru	[Unknown]	Pista 17	12
Top-10-per-Land	Peru	[Unknown]	Los Chicos De La Bahia-Camino	5
Top-10-per-Land	Poland	Dir En Grey	The Pledge	249
Top-10-per-Land	Poland	Dir En Grey	Ryoujoku No Ame	432
Top-10-per-Land	Poland	Dir En Grey	Namamekashiki Ansoku, Tamerai Ni Hohoemi	260
Top-10-per-Land	Poland	Dir En Grey	Conceived Sorrow	297
Top-10-per-Land	Poland	Dir En Grey	Ain'T Afraid To Die	433
Top-10-per-Land	Poland	Mucc	Saishuu Ressha 70'S Ver.	292
Top-10-per-Land	Poland	植松伸夫	Somnus Memoria	344
Top-10-per-Land	Poland	雅-Miyavi-	Kekkonshiki No Uta ~Kisetsu Hazure No Wedding March~	308
Top-10-per-Land	Poland	雅-Miyavi-	Itoshii Hito	365
Top-10-per-Land	Poland	黒夢	少年 -Screw Mix-	227
Top-10-per-Land	Portugal	Godspeed You! Black Emperor	The Dead Flag Blues	29
Top-10-per-Land	Portugal	Godspeed You! Black Emperor	Static	28
Top-10-per-Land	Portugal	Godspeed You! Black Emperor	Antennas To Heaven	27
Top-10-per-Land	Portugal	Godspeed You! Black Emperor	09-15-00, Part Two	27
Top-10-per-Land	Portugal	Joanna Newsom	Yarn And Glue	35
Top-10-per-Land	Portugal	Joanna Newsom	This Side Of The Blue	34
Top-10-per-Land	Portugal	Joanna Newsom	The Book Of Right-On	29
Top-10-per-Land	Portugal	Joanna Newsom	Peach, Plum, Pear	33
Top-10-per-Land	Portugal	Joanna Newsom	Bridges And Balloons	28
Top-10-per-Land	Portugal	Nouvelle Vague	Nouvelle Vague	72
Top-10-per-Land	Romania	José González	Save Your Day	50
Top-10-per-Land	Romania	José González	Heartbeats	56
Top-10-per-Land	Romania	José González	Crosses	68
Top-10-per-Land	Romania	Little Dragon	Twice	51
Top-10-per-Land	Romania	M. Ward	Poison Cup	86
Top-10-per-Land	Romania	Radiohead	All I Need	55
Top-10-per-Land	Romania	The Afghan Whigs	My Curse	87
Top-10-per-Land	Romania	The Twilight Singers	Verti-Marte	100
Top-10-per-Land	Romania	U2	Promenade	64
Top-10-per-Land	Romania	Woven Hand	Ain'T No Sunshine	53
Top-10-per-Land	Russian Federation	City And Colour	Casey'S Song	35
Top-10-per-Land	Russian Federation	Cradle Of Filth	The Byronic Man	36
Top-10-per-Land	Russian Federation	Graveworm	Losing My Religion (R.E.M. Cover)(Bonustrack)	35
Top-10-per-Land	Russian Federation	Mewithoutyou	Bullet To Binary	37
Top-10-per-Land	Russian Federation	Ruki Na Odeyalo	Hills And	37
Top-10-per-Land	Russian Federation	Toru Okada	A Graveled Street	37
Top-10-per-Land	Russian Federation	Мои Ракеты Вверх	Passing On A Bicycle By A Green Fence	34
Top-10-per-Land	Russian Federation	Морэ & Рэльсы	Весёлые Истории	39
Top-10-per-Land	Russian Federation	Проверочная Линейка	Будь Проще	34
Top-10-per-Land	Russian Federation	Проверочная Линейка	Алкоголь - Убийца Мечты	33
Top-10-per-Land	Serbia	Empire Of The Sun	We Are The People	219
Top-10-per-Land	Serbia	Kylie Minogue	Magnetic Electric [Bonus Track]	53
Top-10-per-Land	Serbia	Madonna	Miles Away	97
Top-10-per-Land	Serbia	Mono	Rock Steady	76
Top-10-per-Land	Serbia	Zeigeist	Wrecked Metal	59
Top-10-per-Land	Serbia	Zeigeist	Pressurized Chamber	55
Top-10-per-Land	Serbia	Zeigeist	Humanitarianism	68
Top-10-per-Land	Serbia	Zeigeist	Fight With Shattered Mirrors	307
Top-10-per-Land	Serbia	Zeigeist	Dawn/Night	59
Top-10-per-Land	Serbia	Zeigeist	Bunny	53
Top-10-per-Land	Slovakia	Kanye West	Welcome To Heartbreak (Feat. Kid Cudi)	1001
Top-10-per-Land	Slovakia	Kanye West	See You In My Nightmares	972
Top-10-per-Land	Slovakia	Kanye West	Say You Will	1008
Top-10-per-Land	Slovakia	Kanye West	Pinocchio Story (Freestyle Live From Singapore)	1030
Top-10-per-Land	Slovakia	Kanye West	Paranoid (Feat. Mr. Hudson)	1021
Top-10-per-Land	Slovakia	Kanye West	Love Lockdown	1035
Top-10-per-Land	Slovakia	Kanye West	Heartless	1053
Top-10-per-Land	Slovakia	Kanye West	Coldest Winter	983
Top-10-per-Land	Slovakia	Kanye West	Bad News	1029
Top-10-per-Land	Slovakia	Kanye West	Amazing (Feat. Young Jeezy)	1023
Top-10-per-Land	Spain	Beverley Knight	Keep This Fire Burning	58
Top-10-per-Land	Spain	Britney Spears	Break The Ice	56
Top-10-per-Land	Spain	Haydée	Libélula	86
Top-10-per-Land	Spain	Jessica Simpson	Angels	59
Top-10-per-Land	Spain	Josh Groban	You Raise Me Up	58
Top-10-per-Land	Spain	Julieta Venegas	Esta Vez	74
Top-10-per-Land	Spain	Nickelback	Gotta Be Somebody	169
Top-10-per-Land	Spain	Take That	Rule The World	68
Top-10-per-Land	Spain	Take That	How Did It Come To This	92
Top-10-per-Land	Spain	[Unknown]	Pista 17	86
Top-10-per-Land	Sweden	Arcade Fire	Intervention	62
Top-10-per-Land	Sweden	Beirut	A Sunday Smile	85
Top-10-per-Land	Sweden	Bruce Springsteen	Thunder Road	77
Top-10-per-Land	Sweden	I'M From Barcelona	We'Re From Barcelona	53
Top-10-per-Land	Sweden	Kings Of Leon	Fans	57
Top-10-per-Land	Sweden	R.E.M.	Nightswimming	57
Top-10-per-Land	Sweden	Regina Spektor	Samson	60
Top-10-per-Land	Sweden	Rufus Wainwright	In A Graveyard	61
Top-10-per-Land	Sweden	Ryan Adams	La Cienga Just Smiled	50
Top-10-per-Land	Sweden	U2	One	52
Top-10-per-Land	Switzerland	Joanna Newsom	Three Little Babes	69
Top-10-per-Land	Switzerland	Joanna Newsom	The Book Of Right-On	105
Top-10-per-Land	Switzerland	Joanna Newsom	Sprout And The Bean	88
Top-10-per-Land	Switzerland	Joanna Newsom	Sadie	79
Top-10-per-Land	Switzerland	Joanna Newsom	Peach, Plum, Pear	84
Top-10-per-Land	Switzerland	Joanna Newsom	Only Skin	54
Top-10-per-Land	Switzerland	Joanna Newsom	Inflammatory Writ	81
Top-10-per-Land	Switzerland	Joanna Newsom	Colleen	95
Top-10-per-Land	Switzerland	Joanna Newsom	Bridges And Balloons	101
Top-10-per-Land	Switzerland	Múm	Sleep/Swim	60
Top-10-per-Land	Thailand	Darren Hayes	Who Would Have Thought	65
Top-10-per-Land	Thailand	Linkin Park	What I'Ve Done	80
Top-10-per-Land	Thailand	Linkin Park	Shadow Of The Day	68
Top-10-per-Land	Thailand	Linkin Park	Numb	44
Top-10-per-Land	Thailand	Linkin Park	Leave Out All The Rest	43
Top-10-per-Land	Thailand	Roxette	One Wish	43
Top-10-per-Land	Thailand	Roxette	I Was So Lucky	45
Top-10-per-Land	Thailand	Roxette	I Don'T Want To Get Hurt	47
Top-10-per-Land	Thailand	Roxette	Call Of The Wild	53
Top-10-per-Land	Thailand	Roxette	(Do You Get) Excited?	47
Top-10-per-Land	Trinidad and Tobago	Chemistry	約束の場所	341
Top-10-per-Land	Trinidad and Tobago	Chemistry	キミがいる	468
Top-10-per-Land	Trinidad and Tobago	Chemistry	Wings Of Words [Tv Size]	278
Top-10-per-Land	Trinidad and Tobago	Chemistry	Wings Of Words (Instrumental)	649
Top-10-per-Land	Trinidad and Tobago	Chemistry	Wings Of Words	742
Top-10-per-Land	Trinidad and Tobago	Chemistry	Almost In Love	323
Top-10-per-Land	Trinidad and Tobago	Last Alliance	Shissou (Tv Size)	288
Top-10-per-Land	Trinidad and Tobago	鈴村健一	悠久の旅路	279
Top-10-per-Land	Trinidad and Tobago	鈴村健一	それから	292
Top-10-per-Land	Trinidad and Tobago	鈴村健一	Primal Innocence	442
Top-10-per-Land	Turkey	Blackbud	Heartbeat	99
Top-10-per-Land	Turkey	Frou Frou	Close Up	95
Top-10-per-Land	Turkey	Jethro Tull	The Witch'S Promise	95
Top-10-per-Land	Turkey	Must	Freechild	163
Top-10-per-Land	Turkey	Porcupine Tree	The Sound Of Muzak	95
Top-10-per-Land	Turkey	Radiohead	All I Need	97
Top-10-per-Land	Turkey	Radiohead	15 Step	93
Top-10-per-Land	Turkey	Riverside	Stuck Between	103
Top-10-per-Land	Turkey	Riverside	I Believe	95
Top-10-per-Land	Turkey	Tool	Vicarious	168
Top-10-per-Land	United Kingdom	Arcade Fire	Rebellion (Lies)	96
Top-10-per-Land	United Kingdom	Bloc Party	Talons	97
Top-10-per-Land	United Kingdom	Bloc Party	Banquet	108
Top-10-per-Land	United Kingdom	Cats On Fire	I Am The White-Mantled King	94
Top-10-per-Land	United Kingdom	Odd Nosdam	Wig 21	98
Top-10-per-Land	United Kingdom	Radiohead	Reckoner	102
Top-10-per-Land	United Kingdom	Radiohead	Paranoid Android	92
Top-10-per-Land	United Kingdom	Radiohead	No Surprises	110
Top-10-per-Land	United Kingdom	Radiohead	Jigsaw Falling Into Place	92
Top-10-per-Land	United Kingdom	Radiohead	Bodysnatchers	91
Top-10-per-Land	United States	Arcade Fire	Une Année Sans Lumière	177
Top-10-per-Land	United States	Death Cab For Cutie	Soul Meets Body	282
Top-10-per-Land	United States	Death Cab For Cutie	Crooked Teeth	160
Top-10-per-Land	United States	Elliott Smith	Needle In The Hay	187
Top-10-per-Land	United States	Erik Satie	Gnossiennes I	190
Top-10-per-Land	United States	M.I.A.	Paper Planes	181
